Data;Operacao;Status;Previsao;Valor Atual;Preco;Quantidade;Custo;Capital
2024-10-20;Compra;Entrada;67890.63;68388.00;68377.99;2;0.00;170049.71
2024-10-21;Venda;Saida;68597.42;69393.89;69032.00;-2;0.00;171337.71
2024-10-22;Compra;Entrada;67307.47;66948.01;67377.50;2;0.00;170478.73
2024-10-23;Venda;Saida;67158.23;67263.98;67426.01;-2;0.00;171434.73
2024-10-24;Compra;Entrada;66072.29;66579.99;66668.65;2;0.00;171257.41
2024-10-25;Venda;Saida;67827.35;68150.37;68198.27;-2;0.00;174493.97
2024-10-26;Compra;Entrada;66255.18;66773.99;66698.32;2;0.00;174645.31
2024-10-27;Venda;Saida;66698.07;67074.00;67092.76;-2;0.00;175282.85
2024-10-28;Compra;Entrada;67652.31;68045.21;68021.69;2;0.00;175329.89
2024-10-29;Venda;Saida;69461.84;69848.41;69962.21;-2;0.00;179163.89
2024-10-30;Compra;Entrada;72191.48;72453.47;72736.41;2;0.00;178598.01
2024-10-31;Venda;Saida;72148.52;72315.20;72344.75;-2;0.00;178380.57
2024-11-01;Compra;Entrada;70109.59;70428.00;70292.01;2;0.00;178652.55
2024-11-02;Venda;Saida;68895.02;69628.01;69496.00;-2;0.00;176788.55
2024-11-03;Compra;Entrada;68995.88;69303.40;69374.74;2;0.00;176645.87
2024-11-04;Venda;Saida;68571.20;68529.15;68775.99;-2;0.00;175591.05
2024-11-05;Compra;Entrada;67242.20;68000.00;67850.01;2;0.00;175891.03
2024-11-06;Venda;Saida;69019.66;70319.98;69372.01;-2;0.00;178635.05
2024-11-07;Compra;Entrada;75471.47;75206.54;75571.99;2;0.00;177904.15
2024-11-08;Venda;Saida;75621.41;76228.00;75857.89;-2;0.00;179206.85
2024-11-09;Compra;Entrada;76214.20;76530.00;76509.78;2;0.00;179247.29
2024-11-10;Venda;Saida;76316.02;76796.01;76677.46;-2;0.00;179542.21
2024-11-11;Compra;Entrada;80198.43;80722.00;80370.01;2;0.00;180246.19
2024-11-12;Venda;Saida;87788.77;87952.01;88648.00;-2;0.00;196098.19
2024-11-13;Compra;Entrada;88314.43;88206.00;87952.00;2;0.00;196606.19
2024-11-14;Venda;Saida;89603.87;90035.99;90375.21;-2;0.00;200944.61
2024-11-15;Compra;Entrada;87746.50;88199.87;87325.59;2;0.00;202693.17
2024-11-16;Venda;Saida;91236.60;90859.06;91032.08;-2;0.00;208357.59
2024-11-17;Compra;Entrada;90759.80;90805.73;90587.98;2;0.00;208793.09
2024-11-18;Venda;Saida;89563.91;89923.57;89855.98;-2;0.00;206893.59
2024-11-19;Compra;Entrada;91079.80;90578.96;90464.07;2;0.00;207123.37
2024-11-20;Venda;Saida;92105.26;92042.96;92310.80;-2;0.00;210587.05
2024-11-21;Compra;Entrada;94127.70;94819.92;94286.56;2;0.00;211653.77
2024-11-22;Venda;Saida;98327.92;98430.48;98317.12;-2;0.00;218648.17
2024-11-23;Compra;Entrada;98961.45;98831.55;98892.00;2;0.00;218527.27
2024-11-24;Venda;Saida;97794.34;97989.99;97672.40;-2;0.00;216208.97
2024-11-25;Compra;Entrada;97682.64;97624.00;97900.05;2;0.00;215656.87
2024-11-26;Venda;Saida;94122.14;94244.02;93010.01;-2;0.00;206428.89
2024-11-27;Compra;Entrada;92012.69;92219.54;91965.16;2;0.00;206937.65
2024-11-28;Venda;Saida;96159.76;95865.01;95863.11;-2;0.00;214224.79
2024-11-29;Compra;Entrada;95546.02;95575.99;95643.99;2;0.00;214088.79
2024-11-30;Venda;Saida;97336.30;97248.18;97460.00;-2;0.00;217856.81
2024-12-01;Compra;Entrada;96679.90;96601.41;96407.99;2;0.00;218243.65
2024-12-03;Venda;Saida;95546.59;95772.01;95840.61;-2;0.00;216722.05
2024-12-04;Compra;Entrada;95993.99;95955.99;95849.69;2;0.00;216934.65
2024-12-05;Venda;Saida;98318.48;98600.00;98587.32;-2;0.00;222197.31
2024-12-06;Compra;Entrada;97102.88;96911.77;96945.63;2;0.00;222129.59
2024-12-07;Venda;Saida;100349.41;100240.01;99740.84;-2;0.00;227787.73
2024-12-08;Compra;Entrada;99954.56;99860.81;99831.99;2;0.00;227845.37
2024-12-09;Venda;Saida;100277.81;100044.37;101109.60;-2;0.00;230342.95
2024-12-10;Compra;Entrada;97145.08;97573.03;97276.48;2;0.00;230936.05
2024-12-11;Venda;Saida;96864.91;96297.01;96593.00;-2;0.00;228975.99
2024-12-12;Compra;Entrada;101244.04;100859.95;101125.00;2;0.00;228445.89
